Segment,Ship Mode,Region,Order Priority,Sales,Quantity,Discount,Profit,Shipping Cost,TotalSale,SalesAfterDiscount
Consumer,Standard Class,Southeast Asia,Medium,160.36,4,0.17,-13.52,20.67,641.424,532.38
Consumer,First Class,Central,Critical,86.58,2,0,40.68,20.33,173.16,173.16
Consumer,Second Class,EMEA,Critical,52.98,1,0,0.51,18.39,52.98,52.98
Consumer,Standard Class,Southeast Asia,Medium,251.07,2,0.37,-31.89,18.23,502.1352,316.35
Consumer,Standard Class,West,Medium,230.28,3,0.2,23.03,18.13,690.84,552.67
Consumer,Standard Class,Southeast Asia,Medium,222.86,1,0.17,-34.9,18.11,222.855,184.97
Consumer,Second Class,South,High,110.86,3,0.6,-105.32,17.37,332.568,133.03
Consumer,Standard Class,Central,Medium,262.95,5,0,63,15.5,1314.75,1314.75
Consumer,Standard Class,Central,Medium,273.87,4,0.15,83.67,13.64,1095.48,931.16
Corporate,First Class,Central,Medium,79.29,3,0,32.49,12.63,237.87,237.87
Corporate,First Class,Central,Medium,97.92,2,0,35.22,12.31,195.84,195.84
Consumer,Second Class,EMEA,Critical,54,4,0,17.28,11.08,216,216
Corporate,First Class,Central,Medium,55.86,2,0,6.12,10.97,111.72,111.72
Consumer,Second Class,EMEA,Critical,25.29,1,0,1.26,10.03,25.29,25.29
Consumer,Second Class,East,Medium,118.16,2,0.2,-25.11,9.63,236.32,189.06
Consumer,Second Class,EMEA,Critical,44.82,2,0,19.68,8.91,89.64,89.64
Consumer,Standard Class,Southeast Asia,Medium,79.58,4,0.17,11.42,7.91,318.3216,264.21
Consumer,First Class,South,Medium,70.74,3,0,33.24,7.83,212.22,212.22
Consumer,Second Class,EMEA,Critical,41.28,4,0,19.32,7.75,165.12,165.12
Consumer,Standard Class,Southeast Asia,Medium,226.8,3,0.37,0,7.45,680.4,428.65
Corporate,First Class,Central,Medium,51.6,4,0,20.04,6.77,206.4,206.4
Consumer,First Class,South,Medium,54.56,2,0,19.64,6.32,109.12,109.12
Consumer,Standard Class,Central,Medium,96.57,3,0,36.63,6.21,289.71,289.71
Corporate,First Class,Central,Medium,51.3,9,0,21.33,5.73,461.7,461.7
Corporate,Standard Class,EMEA,High,32.19,1,0,12.21,5.51,32.19,32.19
Consumer,Standard Class,Central,Medium,53.04,4,0,18,5.41,212.16,212.16
Corporate,Second Class,South,High,26.8,5,0,11.2,5.25,134,134
Consumer,First Class,Central,Critical,21.3,2,0,5.28,4.48,42.6,42.6
Consumer,First Class,Southeast Asia,High,32.34,9,0.47,1.02,4.32,291.0654,154.26
Consumer,Second Class,EMEA,Critical,15.48,1,0,2.61,3.69,15.48,15.48
Corporate,Standard Class,North,Medium,207.72,3,0.5,-191.16,3.65,623.16,311.58
Consumer,Standard Class,Southeast Asia,Medium,65.83,2,0.27,1.75,3.55,131.6628,96.11
Consumer,Standard Class,Southeast Asia,Medium,80.18,2,0.17,-6.76,3.3,160.356,133.1
Consumer,Standard Class,Southeast Asia,Medium,46.44,5,0.17,15.54,2.99,232.1925,192.72
Corporate,Standard Class,West,Medium,37.06,3,0.2,13.9,2.35,111.168,88.93
Corporate,Standard Class,South,Medium,23.92,4,0,11.72,2.18,95.68,95.68
Consumer,Standard Class,Central,Medium,30.02,4,0.2,3,2.11,120.064,96.05
Consumer,Standard Class,Central,Medium,32.95,6,0.6,-19.77,1.26,197.712,79.08
Consumer,Standard Class,North,Medium,31.52,8,0,6.24,1.25,252.16,252.16
Corporate,Second Class,West,High,11.56,4,0,5.43,1.06,46.24,46.24
Consumer,First Class,Central,Critical,4.98,1,0.8,-8.47,1.02,4.984,1
Consumer,Standard Class,West,Medium,12.84,3,0,5.78,0.98,38.52,38.52
Corporate,Standard Class,West,Medium,10.98,1,0,2.96,0.95,10.98,10.98
Corporate,First Class,Central,Medium,89.16,4,0,27.6,0.38,356.64,356.64
Corporate,Standard Class,West,Medium,7.86,3,0,3.62,0.3,23.58,23.58
Corporate,Standard Class,West,Medium,51.45,3,0,13.89,0.19,154.35,154.35
Consumer,First Class,Southeast Asia,Medium,1431.34,3,0.25,171.7,194.21,4294.0125,3220.51
Corporate,Standard Class,East,Medium,1548.99,9,0.4,-464.7,150.02,13940.91,8364.55
Consumer,Second Class,Central,Critical,246.48,8,0,68.88,71.14,1971.84,1971.84
Consumer,Second Class,Central,Critical,245.48,2,0.1,29.96,69.95,490.968,441.87
Consumer,First Class,North,Critical,119.25,3,0,3.51,47.39,357.75,357.75
Corporate,First Class,Oceania,Medium,415.29,1,0.1,87.66,46.97,415.287,373.76
Corporate,Standard Class,West,Medium,668.16,9,0.2,75.17,45.74,6013.44,4810.75
Consumer,Second Class,Central,Critical,215.48,5,0.15,-33.08,45.1,1077.375,915.77
Consumer,First Class,Central,High,239.9,2,0,71.97,43.2,479.8,479.8
Consumer,Second Class,Central,Critical,100.95,5,0,48.45,41.79,504.75,504.75
Corporate,Standard Class,Central,Medium,371.17,4,0.2,41.76,40.88,1484.672,1187.74
Consumer,Second Class,Central,Critical,444.8,1,0.1,64.25,39.53,444.798,400.32
Corporate,Standard Class,Central,Medium,679.8,4,0,95.16,39.05,2719.2,2719.2
Consumer,Standard Class,Africa,Medium,396.78,2,0,194.4,37.37,793.56,793.56
Consumer,Standard Class,South,Medium,372.15,3,0,178.56,35.06,1116.45,1116.45
Corporate,Second Class,Central,Medium,428.27,1,0.1,137.99,32.16,428.274,385.45
Corporate,Standard Class,North Asia,Medium,470.88,3,0.2,0,30.03,1412.64,1130.11
Consumer,First Class,Central,High,195.64,4,0,91.95,28.19,782.56,782.56
Consumer,Second Class,Central,Medium,235.57,2,0.15,49.87,27.98,471.138,400.47
Corporate,Standard Class,West,Medium,323.1,2,0,61.39,26.7,646.2,646.2
Corporate,Standard Class,East,Medium,355.96,2,0,103.23,26.39,711.92,711.92
Consumer,Standard Class,Central,Medium,320.46,1,0.15,26.37,24.16,320.4585,272.39
Corporate,Standard Class,Central,Medium,212.06,3,0.3,-15.15,22.75,636.174,445.32
Corporate,Second Class,Caribbean,Medium,442.8,10,0,97.4,16.02,4428,4428
Consumer,Standard Class,North,Medium,129.7,2,0.2,14.58,12.69,259.392,207.51
Corporate,Standard Class,North Asia,Medium,158.21,4,0.2,3.89,12.14,632.832,506.27
Corporate,Standard Class,Southeast Asia,Medium,113.86,7,0.47,-25.79,11.99,797.0193,422.42
Consumer,Standard Class,West,High,106.96,2,0,31.02,11.51,213.92,213.92
Corporate,Standard Class,Central,Medium,129.6,3,0.1,51.84,11.32,388.8,349.92
Corporate,Standard Class,Central,Medium,532.4,3,0.32,-46.98,10.68,1597.1976,1086.09
Consumer,Standard Class,South,High,105.42,2,0,51.66,8.1,210.84,210.84
Corporate,Standard Class,South,Medium,131.1,2,0.2,8.19,7.93,262.208,209.77
Corporate,Standard Class,Central,Medium,79.59,7,0,22.26,7.16,557.13,557.13
Consumer,Second Class,North,Medium,53.28,2,0.5,0,7.06,106.56,53.28
Corporate,Standard Class,South,Medium,72.74,7,0.2,-12.73,6.72,509.208,407.37
Corporate,Second Class,Central,Medium,52.86,2,0,4.74,6.08,105.72,105.72
Corporate,Second Class,Central,Medium,2039.8,4,0.1,-113.36,5.3,8159.184,7343.27
Consumer,Second Class,Central,Critical,26.22,2,0,1.8,4.6,52.44,52.44
Consumer,Standard Class,South,Medium,73.53,3,0,29.34,4.59,220.59,220.59
Consumer,Standard Class,Africa,Medium,48.66,1,0,8.73,4.36,48.66,48.66
Consumer,Standard Class,West,High,21.56,7,0,10.35,4.27,150.92,150.92
Corporate,Standard Class,South,Medium,38.2,5,0,4.9,4.16,191,191
Corporate,Standard Class,Central,Medium,113.33,9,0.2,35.42,3.49,1019.952,815.96
Corporate,Standard Class,North Asia,Medium,34.83,3,0.5,-2.79,3.16,104.49,52.24
Consumer,Second Class,South,Medium,46.22,3,0.4,-12.34,3.11,138.672,83.2
Corporate,Standard Class,EMEA,High,29.07,2,0.7,-67.83,2.99,58.14,17.44
Corporate,Standard Class,South,Medium,53.35,3,0.2,16.01,2.47,160.056,128.04
Corporate,Standard Class,South,Medium,37.86,3,0,3.36,2.46,113.58,113.58
Consumer,Standard Class,Oceania,Medium,23.44,1,0.1,9.88,2.45,23.436,21.09
Consumer,Standard Class,Africa,Medium,29.04,2,0,9.24,2.36,58.08,58.08
Corporate,Standard Class,EMEA,Medium,24.94,2,0.6,-23.12,2.32,49.872,19.95
Corporate,Standard Class,East,Medium,28.9,5,0,14.16,1.77,144.5,144.5
Consumer,Standard Class,Oceania,Medium,18.14,2,0.1,1.58,1.65,36.288,32.66
Corporate,Standard Class,EMEA,Medium,55.74,1,0.6,-41.82,1.6,55.74,22.3
Consumer,Standard Class,Central,Medium,27.36,4,0,5.64,1.59,109.44,109.44
Corporate,Standard Class,North Asia,Medium,17.73,3,0.5,-17.46,1.4,53.19,26.6
Corporate,Standard Class,East,Medium,19.87,3,0.2,6.71,0.86,59.616,47.69
Corporate,Second Class,West,Medium,7.92,8,0,3.48,0.85,63.36,63.36
Consumer,Standard Class,Africa,Medium,13.8,1,0,1.38,0.84,13.8,13.8
Corporate,Standard Class,South,Medium,22.51,3,0.2,2.25,0.76,67.536,54.03
Corporate,Standard Class,Central,Medium,12.67,3,0.2,-3.17,0.71,38.016,30.41
Corporate,Standard Class,EMEA,High,4.2,1,0.7,-5.76,0.53,4.203,1.26
Consumer,Standard Class,Africa,Medium,7.02,1,0,3.51,0.34,7.02,7.02
Corporate,Standard Class,South,Medium,4.73,3,0.2,0.71,0.3,14.184,11.35
Corporate,Standard Class,EMEA,Medium,4.5,1,0.6,-5.85,0.3,4.5,1.8
Consumer,Standard Class,Central,Medium,78.3,3,0,20.34,0.28,234.9,234.9
Corporate,First Class,Africa,High,471.18,1,0,230.85,121.68,471.18,471.18
Corporate,Standard Class,Africa,High,1031.04,8,0,72,94.64,8248.32,8248.32
Consumer,Second Class,Central,High,400.85,7,0.4,-113.65,83.15,2805.936,1683.56
Consumer,Second Class,EMEA,Medium,583.87,4,0.6,-540.17,81.98,2335.488,934.2
Corporate,Standard Class,West,Medium,902.71,3,0.2,33.85,64.62,2708.136,2166.51
Consumer,Standard Class,North Asia,Medium,976.56,8,0,97.44,51.96,7812.48,7812.48
Corporate,First Class,Africa,High,261.48,4,0,99.36,48.78,1045.92,1045.92
Corporate,Standard Class,Central,Medium,365.8,2,0.1,85.3,44.41,731.592,658.43
Consumer,Second Class,Central,High,270.72,4,0.4,-94.8,41.87,1082.88,649.73
Corporate,Standard Class,Africa,Medium,367.47,2,0.1,65.31,28.06,734.94,661.45
Corporate,Standard Class,Africa,High,137.31,1,0,54.9,22.78,137.31,137.31
Corporate,Standard Class,West,Medium,302.38,2,0.2,30.24,20.78,604.768,483.81
Consumer,Standard Class,EMEA,High,163.62,1,0,40.89,19.88,163.62,163.62
Corporate,Standard Class,East,Medium,212.94,3,0,25.55,18.47,638.82,638.82
Corporate,Standard Class,South,Medium,738.63,3,0,280.62,15.24,2215.89,2215.89
Consumer,Second Class,EMEA,Medium,165.31,1,0.6,-173.6,14.75,165.312,66.12
Consumer,Second Class,EMEA,Medium,94.56,8,0.6,-141.84,12.67,756.48,302.59
Corporate,Standard Class,Africa,Medium,137.16,1,0,0,12.28,137.16,137.16
Consumer,Second Class,Central,High,98.5,5,0,49.2,12.1,492.5,492.5
Corporate,Standard Class,West,Medium,146.35,3,0.2,-5.49,10.95,439.056,351.24
Consumer,Standard Class,Central Asia,Medium,141.57,3,0,49.5,10.59,424.71,424.71
Consumer,Standard Class,South,Medium,80.1,3,0,33.57,10.2,240.3,240.3
Consumer,Standard Class,East,Medium,89.97,3,0,18.89,10.05,269.91,269.91
Corporate,Standard Class,Central,Medium,84.96,3,0,38.16,9.15,254.88,254.88
Consumer,Second Class,Africa,High,65.16,6,0,11.7,8.57,390.96,390.96
Corporate,First Class,Africa,High,47.58,1,0,2.37,5.99,47.58,47.58
Corporate,Standard Class,South,Medium,74.59,2,0.4,-39.83,5.89,149.184,89.51
Corporate,First Class,Africa,High,26.4,1,0,13.2,5.52,26.4,26.4
Consumer,Second Class,Central,High,31.54,2,0.4,-8.94,5.01,63.072,37.84
Consumer,Standard Class,South,Medium,145.98,3,0,26.19,4.59,437.94,437.94
Corporate,Standard Class,EMEA,Low,29.04,4,0,10.08,4.56,116.16,116.16
Corporate,Standard Class,EMEA,Low,27.39,1,0,9.03,3.67,27.39,27.39
Corporate,Standard Class,North Asia,High,29.52,3,0,3.78,3.3,88.56,88.56
Consumer,Second Class,EMEA,Medium,24.68,1,0.6,-32.74,3.15,24.684,9.87
Corporate,Standard Class,Central,High,19.15,3,0.4,-1.31,2.79,57.456,34.47
Consumer,Second Class,EMEA,Medium,17.58,1,0.6,-6.6,2.56,17.58,7.03
Consumer,First Class,West,High,11.33,2,0.2,2.55,2.49,22.656,18.12
Corporate,Standard Class,West,Medium,53.97,3,0,15.11,2.39,161.91,161.91
Consumer,Second Class,Central,High,13.66,2,0.4,-8.9,2.25,27.312,16.39
Consumer,Standard Class,West,Medium,33.9,5,0,15.59,2.15,169.5,169.5
Corporate,Standard Class,Africa,Medium,25.05,1,0,1.5,2.11,25.05,25.05
Corporate,Standard Class,East,Medium,26.49,1,0,7.42,2.04,26.49,26.49
Corporate,Standard Class,EMEA,Low,49.71,1,0,10.92,1.74,49.71,49.71
Consumer,Standard Class,Central,Medium,36.68,7,0,16.8,1.55,256.76,256.76
Consumer,Standard Class,Central Asia,Medium,17.16,2,0,2.04,1.5,34.32,34.32
Corporate,Standard Class,West,Medium,18.72,2,0.2,3.51,1.45,37.44,29.95
Consumer,Second Class,Central,High,18.58,2,0.4,-0.02,1.4,37.152,22.29
Corporate,Standard Class,South,Medium,23.88,2,0,10.02,1.35,47.76,47.76
Consumer,Standard Class,Central,Medium,265.38,1,0.15,15.6,1.24,265.3785,225.57
Corporate,Standard Class,West,Medium,17.76,2,0,4.97,1.23,35.52,35.52
Consumer,Second Class,EMEA,Medium,12.77,2,0.6,-7.39,0.88,25.536,10.21
Corporate,Standard Class,East,High,4.99,3,0.2,1.68,0.68,14.976,11.98
Corporate,Standard Class,West,Medium,7.9,2,0,2.05,0.54,15.8,15.8
Consumer,Second Class,EMEA,Medium,9.53,1,0.6,-11.44,0.35,9.528,3.81
Consumer,Second Class,EMEA,Medium,11.18,1,0.6,-12.61,0.32,11.184,4.47
Consumer,Second Class,Central,High,829.22,7,0,49.7,164.39,5804.54,5804.54
Corporate,Second Class,Africa,Critical,652.68,1,0,169.68,157.47,652.68,652.68
Corporate,Standard Class,South,High,842.32,5,0.2,-200.08,120.11,4211.6,3369.28
Corporate,Standard Class,Central,Low,1010.34,4,0.1,-44.94,108.27,4041.36,3637.22
Consumer,Second Class,Central,Medium,533.68,9,0.402,-73.28,61.27,4803.11208,2872.26
Consumer,Second Class,North,Medium,1582.11,6,0.5,-443.07,55.39,9492.66,4746.33
Consumer,Standard Class,North,High,204.3,5,0,28.6,47.97,1021.5,1021.5
Corporate,Standard Class,EMEA,Medium,984.84,4,0,374.16,42.72,3939.36,3939.36
Corporate,Standard Class,Central,Medium,928.8,9,0.5,-92.88,36.08,8359.2,4179.6
Consumer,First Class,EMEA,High,175.26,1,0.6,-148.98,35.88,175.26,70.1
Consumer,First Class,EMEA,High,121.19,1,0.6,-136.36,29.98,121.188,48.48
Corporate,First Class,Central Asia,High,179.88,4,0,84.48,27.91,719.52,719.52
Consumer,Standard Class,Southeast Asia,Medium,473.85,5,0.17,-5.85,25.55,2369.235,1966.47
Consumer,Standard Class,Southeast Asia,Medium,533.22,4,0.27,-153.42,24.51,2132.8848,1557.01
Consumer,Second Class,Central,Medium,269.09,4,0.4,-130.11,18.98,1076.352,645.81
Corporate,Standard Class,Central,Low,177.3,6,0,0,18.33,1063.8,1063.8
Corporate,Standard Class,Central,Medium,341.94,4,0.5,-102.66,15.61,1367.76,683.88
Corporate,Standard Class,Central,Low,200.16,2,0,36,13.93,400.32,400.32
Consumer,Standard Class,Southeast Asia,Medium,179.59,2,0.37,-19.97,13.16,359.1756,226.28
Consumer,Standard Class,North,High,248.08,3,0.002,108.82,12.73,744.24852,742.76
Corporate,Standard Class,Africa,Medium,160.32,4,0,24,12.66,641.28,641.28
Consumer,Second Class,Central,Medium,228.48,4,0.4,-95.2,11.69,913.92,548.35
Consumer,Standard Class,Southeast Asia,Medium,185.07,2,0.37,-102.87,11.27,370.1376,233.19
Corporate,Standard Class,Central Asia,Medium,192.56,3,0.5,-154.12,9.94,577.665,288.83
Consumer,Standard Class,North,High,67.28,2,0,6.04,9.2,134.56,134.56
Consumer,Standard Class,North,Medium,189.96,4,0,15.12,9.06,759.84,759.84
Consumer,Standard Class,North,High,55.36,8,0,25.44,8.42,442.88,442.88
Corporate,Standard Class,South,High,53.5,5,0,10.7,8.14,267.5,267.5
Corporate,Standard Class,Central,Low,87.48,9,0.1,15.39,6.85,787.32,708.59
Consumer,Standard Class,North Asia,Medium,207.33,2,0.5,-29.07,6.59,414.66,207.33
Consumer,Standard Class,Southeast Asia,Medium,100.5,4,0.17,-12.18,5.14,401.9856,333.65
Consumer,Standard Class,North Asia,Medium,90.24,2,0.5,-21.66,5.01,180.48,90.24
Consumer,Standard Class,Central,Low,44.75,5,0,20.58,4.23,223.75,223.75
Consumer,Standard Class,Southeast Asia,Medium,52.99,4,0.17,9.55,3.93,211.9488,175.92
Corporate,Standard Class,South,Medium,94.08,2,0,27.24,3.92,188.16,188.16
Corporate,Standard Class,EMEA,Medium,44.01,1,0,15.84,3.66,44.01,44.01
Corporate,Standard Class,Central,Low,23.55,1,0,4.47,3.27,23.55,23.55
Consumer,Standard Class,Southeast Asia,Medium,41.3,1,0.27,11.3,3.21,41.3034,30.15
Corporate,Standard Class,Central,Low,26.22,2,0,1.8,2.82,52.44,52.44
Consumer,Standard Class,Southeast Asia,Medium,29.38,4,0.17,-1.82,2.78,117.528,97.55
Consumer,Standard Class,North,Medium,24.93,1,0,1.23,2.74,24.93,24.93
Consumer,Standard Class,North Asia,Medium,21.9,4,0.5,-1.38,2.57,87.6,43.8
Corporate,Standard Class,EMEA,Medium,47.49,1,0,4.26,2.03,47.49,47.49
Corporate,Standard Class,Africa,Low,12.36,1,0,3.45,1.85,12.36,12.36
Corporate,Standard Class,South,High,11.68,2,0,3.72,1.75,23.36,23.36
Corporate,Standard Class,Central,Medium,16.03,3,0.2,5.61,1.34,48.096,38.48
Corporate,Standard Class,Central,Medium,16.88,5,0.5,-11.92,1.24,84.375,42.19
Corporate,Second Class,Africa,Medium,13.32,2,0.7,-27.12,1.23,26.64,7.99
Consumer,Standard Class,North Asia,Medium,10.95,2,0.5,-2.01,0.88,21.9,10.95
Consumer,Second Class,Central,Medium,15.95,3,0.4,-6.91,0.84,47.844,28.71
Consumer,Standard Class,Africa,Medium,14.97,1,0,5.37,0.52,14.97,14.97
Consumer,Second Class,North,Medium,18.8,4,0,3.76,0.5,75.2,75.2
Corporate,Standard Class,East,Medium,3.13,2,0.7,-2.61,0.11,6.264,1.88
Consumer,Second Class,Oceania,Medium,531.52,2,0.1,47.2,51.51,1063.044,956.74
Consumer,Standard Class,West,Medium,333,3,0.2,-16.65,23.43,999,799.2
Corporate,First Class,Southeast Asia,Medium,132.05,5,0.47,-5.05,9.82,660.2475,349.93
Corporate,First Class,Southeast Asia,Medium,90.23,5,0.47,-51.22,4.86,451.1625,239.12
Consumer,Standard Class,West,Medium,57.23,1,0,14.31,4,57.23,57.23
Consumer,Standard Class,West,Medium,36.44,4,0,12.03,3.25,145.76,145.76
Consumer,Standard Class,Central,Medium,27.65,1,0.1,-0.64,1.15,27.648,24.88
Consumer,Second Class,South,Critical,4297.64,13,0.4,-1862.31,865.74,55869.372,33521.62
Consumer,Second Class,Africa,Critical,976.08,4,0,292.8,217.62,3904.32,3904.32
Consumer,Standard Class,Central,Medium,377.46,6,0.1,129.96,45.74,2264.76,2038.28
Corporate,Standard Class,Caribbean,Medium,635.81,3,0.002,62.39,26.6,1907.41752,1903.6
Consumer,Second Class,Africa,Critical,75.96,4,0,6,18.6,303.84,303.84
Corporate,Standard Class,Caribbean,Medium,266.22,3,0,5.28,14.94,798.66,798.66
Corporate,Standard Class,Caribbean,Medium,217.6,5,0,50,10.62,1088,1088
Consumer,Second Class,Africa,Critical,49.32,1,0,5.4,9.17,49.32,49.32
Corporate,Standard Class,Caribbean,Medium,164.46,3,0,0,7.05,493.38,493.38
Consumer,Standard Class,Central,Medium,379.38,2,0,75.84,2.66,758.76,758.76
Corporate,Standard Class,Central,Medium,26.67,1,0,1.05,2.5,26.67,26.67
Corporate,Standard Class,EMEA,Medium,22.29,1,0,6.9,2.29,22.29,22.29
Corporate,Standard Class,Caribbean,Medium,71.2,4,0,0,2.01,284.8,284.8
Corporate,Standard Class,Caribbean,Medium,31.76,2,0,8.56,1.64,63.52,63.52
Corporate,Standard Class,Caribbean,Medium,37.64,2,0,3,0.91,75.28,75.28
Corporate,First Class,Central,Medium,2892.51,5,0.1,-96.54,910.16,14462.55,13016.3
Corporate,First Class,Southeast Asia,High,2465.82,7,0.25,197.19,546.49,17260.74,12945.56
Corporate,First Class,North,Medium,2455.88,7,0,785.82,487.48,17191.16,17191.16
Corporate,First Class,Southeast Asia,High,460.98,6,0.35,-241.2,122.23,2765.88,1797.82
Corporate,First Class,Africa,Critical,335.52,4,0,83.88,94.37,1342.08,1342.08
Consumer,Second Class,EMEA,Medium,695.76,4,0,34.68,66.95,2783.04,2783.04
Corporate,Second Class,Africa,Medium,459.39,1,0,0,54.67,459.39,459.39
Corporate,First Class,Southeast Asia,High,204.75,2,0.25,-38.25,42.74,409.5,307.12
Corporate,First Class,Southeast Asia,High,250.26,3,0.35,-7.77,39.93,750.789,488.01
Corporate,Second Class,Africa,Medium,297.36,12,0,95.04,35.31,3568.32,3568.32
Corporate,Second Class,Africa,Medium,207.12,4,0,37.2,29.38,828.48,828.48
Consumer,Second Class,Canada,Medium,365.22,2,0,102.24,23.48,730.44,730.44
Corporate,Second Class,Africa,Medium,197.1,1,0,72.9,15.77,197.1,197.1
Corporate,Second Class,Central Asia,Medium,86.76,3,0.5,-38.25,10.16,260.28,130.14
Corporate,First Class,Africa,Critical,30.48,4,0,13.68,9.38,121.92,121.92
Corporate,First Class,Southeast Asia,High,55.51,2,0.45,-10.13,9.2,111.012,61.06
Consumer,Second Class,Canada,Medium,66.24,4,0,3.96,8.51,264.96,264.96
Corporate,First Class,Southeast Asia,High,113.95,2,0.45,-49.73,7.9,227.898,125.34
Consumer,Standard Class,Central,Medium,90.96,2,0,2.7,6.08,181.92,181.92
Consumer,Standard Class,Central,Medium,98.46,2,0,39.36,5.03,196.92,196.92
Corporate,First Class,Southeast Asia,High,84.1,3,0.45,-50.54,4.93,252.3015,138.77
Consumer,Standard Class,Central,Medium,60.6,2,0,27.84,4.47,121.2,121.2
Corporate,First Class,Southeast Asia,High,22.28,3,0.45,-14.18,4.22,66.825,36.75
Consumer,Standard Class,North Asia,Medium,57.75,5,0,17.85,4.16,288.75,288.75
Consumer,Standard Class,Central,Medium,77.16,4,0,4.56,4.07,308.64,308.64
Corporate,Second Class,West,Medium,39.68,2,0,10.32,3.91,79.36,79.36
Consumer,Standard Class,Central,Medium,36.12,1,0,7.2,3.71,36.12,36.12
Consumer,Standard Class,Central,Medium,88.47,3,0,18.54,3.2,265.41,265.41
Corporate,First Class,Central,Critical,26.4,3,0,12.36,3.18,79.2,79.2
Consumer,Standard Class,Africa,High,31.95,1,0,11.82,3.06,31.95,31.95
Consumer,Standard Class,Central,Medium,45.24,4,0,3.96,2.86,180.96,180.96
Corporate,Standard Class,Africa,Medium,34.92,2,0,14.28,2.05,69.84,69.84
Corporate,First Class,Southeast Asia,High,21.62,5,0.45,-8.68,1.96,108.075,59.44
Corporate,Standard Class,Africa,Medium,49.77,1,0,13.92,1.43,49.77,49.77
Corporate,Second Class,Central Asia,Medium,9.6,2,0.5,-7.32,0.94,19.2,9.6
Corporate,Standard Class,Africa,Medium,22.17,1,0,0,0.7,22.17,22.17
Corporate,Second Class,EMEA,High,2171.16,8,0.7,-2750.28,390.09,17369.28,5210.78
Consumer,Standard Class,Central,Low,977.02,3,0.1,271.33,214.21,2931.066,2637.96
Corporate,Second Class,Oceania,Critical,759.06,6,0,15.12,206.28,4554.36,4554.36
Consumer,First Class,Central,High,301.41,3,0.15,92.16,78.45,904.23,768.6
Corporate,Standard Class,North Asia,High,506.88,6,0,20.16,68.57,3041.28,3041.28
Corporate,Standard Class,North Asia,High,335.64,4,0,164.4,57.37,1342.56,1342.56
Corporate,Standard Class,North Asia,High,336.6,2,0,158.16,46.84,673.2,673.2
Corporate,Standard Class,North Asia,High,354.15,3,0,109.71,34.41,1062.45,1062.45
Consumer,First Class,Central,Medium,217.89,2,0.1,77.43,33.57,435.78,392.2
Consumer,First Class,Central,High,248.02,2,0.1,8.26,28.06,496.044,446.44
Consumer,Standard Class,Central,Medium,240.84,2,0.5,-62.64,23.07,481.68,240.84
Consumer,Second Class,East,High,107.98,3,0.4,-27,21.07,323.946,194.37
Corporate,Standard Class,North Asia,High,181.44,12,0,72.36,20.65,2177.28,2177.28
Corporate,First Class,EMEA,Critical,101.04,2,0,29.28,19.91,202.08,202.08
Corporate,Second Class,Southeast Asia,Medium,241.6,7,0.27,49.45,17.58,1691.2056,1234.58
Consumer,Standard Class,North,High,91.84,7,0,34.86,15.74,642.88,642.88
Corporate,Standard Class,Central,High,107.28,4,0.5,-53.64,15.4,429.12,214.56
Corporate,Standard Class,Oceania,High,66.67,2,0.4,7.75,11.78,133.344,80.01
Consumer,First Class,Central,High,67.56,4,0,27.6,11.75,270.24,270.24
Corporate,First Class,South,High,48.86,1,0,17.1,11.5,48.86,48.86
Consumer,Standard Class,East,Medium,137.94,3,0,35.86,11.04,413.82,413.82
Consumer,Standard Class,Central,Medium,255.45,5,0,73.95,9.99,1277.25,1277.25
Corporate,First Class,EMEA,Critical,65.22,1,0,15,9.55,65.22,65.22
Consumer,Second Class,East,High,71.98,3,0.2,-9,6.44,215.928,172.74
Corporate,Standard Class,Oceania,High,60.7,4,0.4,-15.26,4.46,242.784,145.67
Consumer,Standard Class,Central,Medium,51.66,6,0.5,-14.58,3.71,309.96,154.98
Consumer,Standard Class,Central,Medium,76.32,3,0.5,-6.12,3.52,228.96,114.48
Corporate,First Class,EMEA,Critical,12,1,0,0.48,3.33,12,12
Consumer,Standard Class,Central,Medium,45.18,2,0.5,-18.12,3.28,90.36,45.18
Corporate,Standard Class,Central,Medium,31.76,1,0,7.3,3.19,31.76,31.76
Corporate,First Class,South,High,13.14,3,0,4.68,2.4,39.42,39.42
Consumer,Second Class,East,High,14.02,3,0.2,1.75,2.13,42.048,33.64
Corporate,Standard Class,EMEA,Medium,35.37,1,0,2.46,1.61,35.37,35.37
Consumer,Standard Class,Central,Low,122.13,3,0,61.02,1.09,366.39,366.39
Corporate,First Class,EMEA,Critical,4.41,1,0,0,0.96,4.41,4.41
Corporate,Standard Class,EMEA,Medium,8.76,1,0,4.02,0.72,8.76,8.76
Consumer,Standard Class,North,High,16.52,1,0,4.28,0.65,16.52,16.52
Corporate,Standard Class,EMEA,Medium,17.46,1,0,0.51,0.62,17.46,17.46
Consumer,Standard Class,Africa,Medium,32.1,2,0,3.18,0.61,64.2,64.2
Consumer,Standard Class,Africa,Medium,5.09,1,0.7,-11.41,0.37,5.094,1.53
Corporate,Second Class,EMEA,High,3.71,1,0.7,-7.42,0.31,3.708,1.11
Consumer,Standard Class,Central,Medium,13.54,7,0.5,-11.02,0.27,94.815,47.41
Corporate,First Class,North Asia,Critical,810.72,3,0.5,-599.94,236.16,2432.16,1216.08
